CHEQUEID;LAGERID;KOLVO
27384;94;3.0
27384;97;2.0
27395;15;2.0
27395;119;1.0
27395;30;1.0
27395;73;2.0
27395;121;2.0
27400;83;1.0
27400;57;1.0
27400;69;1.0
27409;1;1.0
27409;7;1.0
27409;18;1.0
27409;115;3.0
27409;126;1.0
27412;2;4.0
27412;43;1.0
27426;15;1.0
27426;116;1.0
27426;123;1.0
27426;45;1.0
27426;46;1.0
27426;50;1.0
27426;69;2.0
27427;3;1.0
27427;30;1.0
27427;31;2.0
27427;82;1.0
27427;72;2.0
27427;96;1.0
27428;15;2.0
27428;118;1.0
27428;41;1.0
27428;42;1.0
27428;25;1.0
27428;114;1.0
27428;72;1.0
27428;123;1.0
27428;45;1.0
27428;111;1.0
27428;97;1.0
27428;47;1.0
27433;2;2.0
27433;31;1.0
27433;42;1.0
27433;7;1.0
27433;8;1.0
27433;90;1.0
27433;126;1.0
27436;18;1.0
27436;97;1.0
27439;118;1.0
27439;98;1.0
27439;32;1.0
27439;7;1.0
27439;84;1.0
27439;123;3.0
27439;18;1.0
27439;111;2.0
27439;39;2.0
27439;115;1.0
27440;38;1.0
27440;17;1.0
27440;39;1.0
27445;2;1.0
27451;15;2.0
27451;114;1.0
27451;14;1.0
27451;57;2.0
27451;85;1.0
27451;67;1.0
27454;15;1.0
27454;18;1.0
27454;45;1.0
27454;90;2.0
27472;41;1.0
27472;62;1.0
27472;121;1.0
27472;14;1.0
27476;3;1.0
27476;82;1.0
27476;42;1.0
27476;71;1.0
27476;23;1.0
27476;32;1.0
27476;35;1.0
27476;60;1.0
27476;128;1.0
27476;57;1.0
27495;15;1.0
27495;3;1.0
27495;62;1.0
27495;79;1.0
27495;16;4.0
27495;128;2.0
27495;57;2.0
27499;70;12.0
27502;29;1.0
27502;53;1.0
27502;101;1.0
27502;17;1.0
27505;1;2.0
27505;2;1.0
27505;15;1.0
27505;40;1.0
27505;109;6.0
27515;2;2.0
27515;75;1.0
27515;91;3.0
27523;15;1.0
27523;116;1.0
27523;30;1.0
27523;98;1.0
27523;42;1.0
27523;23;1.0
27523;114;1.0
27523;123;2.0
27523;109;2.0
27523;69;1.0
27525;15;1.0
27525;22;1.0
27525;18;1.0
27525;45;1.0
27525;111;1.0
27525;63;1.0
27525;78;1.0
27525;76;1.0
27525;69;1.0
27536;98;1.0
27536;19;1.0
27536;103;1.0
27536;107;1.0
27539;2;2.0
27539;53;1.0
27539;26;1.0
27539;17;1.0
27544;23;1.0
27544;44;3.0
27548;3;1.0
27548;98;1.0
27548;71;2.0
27548;114;2.0
27548;38;1.0
27550;29;1.0
27550;98;1.0
27550;42;1.0
27550;59;1.0
27550;18;1.0
27550;62;1.0
27550;111;1.0
27550;121;1.0
27553;67;1.0
27558;51;1.0
27558;15;2.0
27558;98;1.0
27558;32;1.0
27558;6;2.0
27558;7;3.0
27558;123;4.0
27569;2;1.0
27569;101;1.0
27569;45;1.0
27569;62;1.0
27592;14;1.0
27592;43;2.0
27592;10;1.0
27608;2;1.0
27639;2;1.0
27641;15;2.0
27693;119;2.0
27693;50;1.0
27696;1;1.0
27696;15;2.0
27696;42;2.0
27696;13;1.0
27696;20;1.0
27696;75;1.0
27696;90;2.0
27696;69;2.0
27696;74;2.0
27704;95;1.0
27704;118;2.0
27704;119;1.0
27704;116;1.0
27704;31;1.0
27704;98;1.0
27704;40;1.0
27704;71;1.0
27704;32;1.0
27704;6;2.0
27704;114;1.0
27704;123;2.0
27704;129;2.0
27704;60;1.0
27704;69;3.0
27748;29;2.0
27748;30;2.0
27751;61;1.0
27751;26;1.0
27758;51;1.0
27758;98;2.0
27758;6;3.0
27758;7;1.0
27758;100;3.0
27758;58;1.0
27758;85;1.0
27758;69;1.0
27762;61;2.0
27762;26;1.0
27762;91;2.0
27762;107;1.0
27762;74;1.0
27765;42;1.0
27765;26;1.0
27765;129;2.0
27765;68;1.0
27779;61;1.0
27779;18;1.0
27779;80;1.0
27779;76;1.0
27779;91;2.0
27781;3;2.0
27781;105;2.0
27784;53;1.0
27784;30;1.0
27784;81;1.0
27784;126;1.0
27801;8;1.0
27801;35;1.0
27801;125;1.0
27817;15;2.0
27817;25;3.0
27817;9;2.0
27824;84;1.0
27824;79;1.0
27824;90;3.0
27824;94;1.0
27824;64;2.0
27832;95;3.0
27832;3;1.0
27832;116;3.0
27832;30;2.0
27832;31;2.0
27832;40;3.0
27832;42;3.0
27832;32;2.0
27832;6;2.0
27832;72;1.0
27832;108;1.0
27832;120;2.0
27837;31;1.0
27837;7;1.0
27837;86;1.0
27839;84;1.0
27839;79;1.0
27839;90;3.0
27839;94;1.0
27839;64;2.0
27849;45;1.0
27849;14;1.0
27849;50;1.0
27849;126;1.0
27850;70;3.0
27853;118;1.0
27853;119;2.0
27853;98;1.0
27853;42;1.0
27853;12;1.0
27853;52;1.0
27853;7;1.0
27853;100;2.0
27853;46;1.0
27853;27;1.0
27880;31;1.0
27880;71;1.0
27880;12;2.0
27880;52;2.0
27880;114;1.0
27881;84;1.0
27881;104;2.0
27881;14;1.0
27881;21;1.0
27890;95;1.0
27890;15;3.0
27890;61;1.0
27890;114;1.0
27890;7;1.0
27890;26;1.0
27890;111;1.0
27890;99;4.0
27890;39;2.0
27890;28;3.0
27899;29;1.0
27899;3;1.0
27899;71;1.0
27899;25;2.0
27899;6;2.0
27899;114;2.0
27899;108;1.0
27899;89;2.0
27907;95;2.0
27907;29;2.0
27907;118;1.0
27907;119;2.0
27907;116;2.0
27907;53;1.0
27907;30;1.0
27907;31;2.0
27907;98;2.0
27907;41;1.0
27907;42;1.0
27907;23;1.0
27907;25;2.0
27907;100;3.0
27907;26;1.0
27907;45;1.0
27907;14;1.0
27907;21;1.0
27907;97;2.0
27907;27;2.0
27909;22;3.0
27909;38;1.0
27909;59;1.0
27909;73;3.0
27909;121;4.0
27908;15;2.0
27908;22;4.0
27908;7;1.0
27908;123;5.0
27908;27;2.0
27908;91;2.0
27913;2;3.0
27913;122;2.0
27940;102;1.0
27964;7;2.0
27964;84;1.0
27964;127;1.0
27964;103;1.0
27964;75;1.0
27982;29;1.0
27982;53;1.0
27982;30;1.0
27982;46;1.0
27992;15;2.0
27992;29;2.0
27992;116;2.0
27992;30;1.0
27992;34;1.0
27992;14;1.0
28013;15;2.0
28013;80;1.0
28013;14;1.0
28013;24;1.0
28035;29;1.0
28035;30;1.0
28035;31;1.0
28035;71;1.0
28035;33;2.0
28035;60;1.0
28035;109;4.0
28035;89;1.0
28035;57;1.0
28035;69;1.0
28035;74;1.0
28044;2;12.0
28046;5;2.0
28046;90;1.0
28046;97;1.0
28047;15;2.0
28047;3;1.0
28047;116;1.0
28047;44;4.0
28047;60;1.0
28047;64;2.0
28047;69;1.0
28050;15;1.0
28050;23;1.0
28050;114;1.0
28050;73;1.0
28050;43;1.0
28050;69;1.0
28075;29;2.0
28075;42;2.0
28075;12;2.0
28075;33;1.0
28075;26;1.0
28090;29;1.0
28090;3;1.0
28090;32;1.0
28090;72;1.0
28090;122;1.0
28090;14;1.0
28090;21;1.0
28110;29;1.0
28110;116;1.0
28110;130;1.0
28110;111;1.0
28110;27;2.0
28141;15;1.0
28141;83;1.0
28141;3;1.0
28141;25;1.0
28141;16;3.0
28141;73;1.0
28141;14;1.0
28141;74;2.0
28143;12;1.0
28143;130;1.0
28143;108;1.0
28143;96;1.0
28143;85;1.0
28157;15;3.0
28157;45;1.0
28158;15;1.0
28158;19;1.0
28158;45;1.0
28158;112;1.0
28158;115;1.0
28159;60;1.0
28159;94;1.0
28160;29;2.0
28160;116;2.0
28160;12;2.0
28160;111;2.0
28160;112;1.0
28163;7;1.0
28163;26;1.0
28163;126;1.0
28163;64;2.0
28164;68;1.0
28189;29;1.0
28189;42;1.0
28189;123;1.0
28189;77;1.0
28189;68;1.0
28193;29;2.0
28193;20;1.0
28266;21;1.0
28266;90;1.0
28266;69;1.0
28271;51;5.0
28271;44;8.0
28271;130;2.0
28210;29;2.0
28210;114;2.0
28210;20;5.0
28277;15;1.0
28277;25;2.0
28277;123;3.0
28277;57;1.0
28277;58;1.0
28215;15;2.0
28215;25;1.0
28285;66;5.0
28287;83;1.0
28287;23;1.0
28287;106;1.0
28287;58;1.0
28288;61;1.0
28288;130;2.0
28288;69;1.0
28306;93;1.0
28306;90;1.0
28306;57;2.0
28306;76;1.0
28311;15;1.0
28223;26;3.0
28224;110;1.0
28227;17;1.0
28227;39;1.0
28227;106;1.0
28227;27;2.0
28331;15;1.0
28331;29;1.0
28331;32;1.0
28331;109;4.0
28331;78;1.0
28331;27;2.0
28331;85;1.0
28335;14;1.0
28335;90;1.0
28335;57;1.0
28252;51;1.0
28252;29;1.0
28252;3;1.0
28252;30;1.0
28252;5;6.0
28252;41;2.0
28252;12;1.0
28252;105;1.0
28252;130;1.0
28252;123;2.0
28252;75;1.0
28252;90;1.0
28252;57;1.0
28252;125;1.0
28252;69;1.0
28351;42;2.0
28351;126;1.0
28351;69;2.0
28354;41;2.0
28354;114;2.0
28354;123;5.0
28354;78;1.0
28354;69;1.0
28371;77;10.0
28379;36;1.0
28379;41;2.0
28379;130;1.0
28379;76;1.0
28386;29;2.0
28386;5;6.0
28386;12;2.0
28386;117;2.0
28387;29;1.0
28387;119;1.0
28387;116;1.0
28387;30;1.0
28387;42;1.0
28387;23;1.0
28387;44;3.0
28387;32;1.0
28387;12;1.0
28387;52;1.0
28387;81;1.0
28387;84;1.0
28387;130;1.0
28387;123;3.0
28387;21;1.0
28387;17;1.0
28387;27;1.0
28387;70;2.0
28391;15;2.0
28391;26;3.0
28391;106;1.0
28391;76;1.0
28404;119;2.0
28404;52;2.0
28404;14;1.0
28404;96;1.0
28404;126;1.0
28411;41;1.0
28411;97;1.0
28414;30;1.0
28414;38;1.0
28414;63;1.0
28414;39;2.0
28414;126;1.0
28418;127;1.0
28418;106;1.0
28428;95;2.0
28428;51;1.0
28428;53;1.0
28428;52;1.0
28428;75;1.0
28428;57;1.0
28428;27;2.0
28435;127;1.0
28435;20;1.0
28449;57;1.0
28455;3;1.0
28455;40;1.0
28455;42;1.0
28455;130;2.0
28455;129;3.0
28458;130;2.0
28458;123;2.0
28458;86;1.0
28465;88;1.0
28465;14;1.0
28465;27;1.0
28466;48;1.0
28466;3;2.0
28466;4;1.0
28466;30;1.0
28466;82;1.0
28466;40;2.0
28466;42;1.0
28466;71;1.0
28466;66;10.0
28466;66;1.0
28466;54;1.0
28466;104;2.0
28466;57;1.0
28466;47;1.0
28489;15;2.0
28489;3;1.0
28489;32;1.0
28489;108;2.0
28540;44;6.0
28540;26;2.0
28540;90;2.0
28559;15;1.0
28559;83;2.0
28559;82;1.0
28559;42;1.0
28559;26;4.0
28559;19;1.0
28559;112;1.0
28559;94;3.0
28559;27;2.0
28574;110;1.0
28621;15;3.0
28621;6;1.0
28632;1;1.0
28632;106;2.0
28632;70;6.0
28639;2;3.0
28646;29;1.0
28646;114;1.0
28646;24;1.0
28650;95;1.0
28650;15;1.0
28650;3;1.0
28650;116;1.0
28650;42;1.0
28650;71;1.0
28650;6;1.0
28650;130;1.0
28650;65;1.0
28650;129;1.0
28650;24;1.0
28650;57;1.0
28650;96;2.0
28650;85;1.0
28651;1;3.0
28651;83;2.0
28651;3;1.0
28651;5;1.0
28692;127;1.0
28692;115;1.0
28726;124;1.0
28726;107;1.0
28731;5;2.0
28731;49;1.0
28746;2;3.0
28768;29;1.0
28768;3;1.0
28768;119;2.0
28768;53;1.0
28768;40;1.0
28768;32;1.0
28768;6;2.0
28768;81;1.0
28768;60;1.0
28768;64;2.0
28771;95;1.0
28771;31;1.0
28771;42;1.0
28771;7;1.0
28771;108;1.0
28771;115;1.0
28840;29;2.0
28840;30;1.0
28840;40;1.0
28840;32;1.0
28840;12;1.0
28840;109;4.0
28840;89;1.0
28840;69;2.0
28849;15;2.0
28849;47;2.0
28872;32;1.0
28872;130;1.0
28872;103;1.0
28872;65;1.0
28872;62;1.0
28872;14;1.0
28872;89;1.0
28873;15;2.0
28873;129;3.0
28873;69;2.0
28879;40;4.0
28879;43;1.0
28879;94;2.0
28883;15;2.0
28883;7;1.0
28883;16;2.0
28883;75;1.0
28883;97;1.0
28883;96;1.0
28883;27;1.0
28883;85;1.0
28883;28;2.0
28889;44;11.0
28889;113;1.0
28916;84;1.0
28916;59;1.0
28916;126;1.0
28950;48;15.0
28950;48;3.0
28950;54;8.0
28950;54;1.0
28973;1;1.0
28973;29;1.0
28973;19;1.0
28973;108;1.0
28973;91;1.0
28995;15;1.0
28995;16;2.0
28997;118;2.0
28997;115;1.0
29019;1;2.0
29019;106;1.0
29062;1;1.0
29076;29;1.0
29076;42;1.0
29076;14;1.0
29079;60;1.0
29079;14;1.0
29079;86;1.0
29079;57;1.0
29082;15;1.0
29082;30;1.0
29082;123;2.0
29082;128;1.0
29082;50;1.0
29085;32;1.0
29085;76;1.0
29090;106;3.0
29090;87;3.0
29095;125;2.0
29100;4;1.0
29100;44;3.0
29100;79;1.0
29110;73;2.0
29110;24;1.0
29110;87;1.0
29111;65;1.0
29111;14;1.0
29111;46;1.0
29111;28;3.0
29151;60;1.0
29188;51;2.0
29188;15;3.0
29188;100;4.0
29188;13;1.0
29188;34;1.0
29188;104;2.0
29188;60;1.0
29188;87;2.0
29188;47;1.0
29188;126;1.0
29200;26;1.0
29200;107;1.0
29202;116;1.0
29202;129;2.0
29202;89;1.0
29202;67;1.0
29206;4;1.0
29206;73;1.0
29206;14;1.0
29206;57;1.0
29211;114;1.0
29214;2;2.0
29214;3;1.0
29214;127;1.0
29214;131;1.0
29214;75;1.0
29224;51;2.0
29224;30;1.0
29224;31;1.0
29224;42;1.0
29224;12;1.0
29224;88;1.0
29224;123;3.0
29238;53;2.0
29238;100;2.0
29238;59;1.0
29238;108;1.0
29238;99;1.0
29238;91;2.0
29252;15;1.0
29252;22;2.0
29252;84;1.0
29252;99;1.0
29252;28;1.0
29252;67;1.0
29313;51;1.0
29313;36;1.0
29313;7;1.0
29313;123;2.0
29313;8;1.0
29313;39;1.0
29324;87;4.0
29324;50;4.0
29365;123;1.0
29365;112;1.0
29366;15;2.0
29366;22;3.0
29366;56;1.0
29366;26;1.0
29366;60;1.0
29410;29;2.0
29410;130;2.0
29410;129;4.0
29410;14;1.0
29421;14;1.0
29421;24;1.0
29429;15;2.0
29429;3;1.0
29429;44;6.0
29429;7;2.0
29429;26;2.0
29429;16;4.0
29429;63;1.0
29429;64;1.0
29429;117;1.0
29429;28;2.0
29449;1;1.0
29449;116;3.0
29449;32;1.0
29449;35;1.0
29449;115;3.0
29449;126;2.0
29463;3;1.0
29463;4;1.0
29463;82;1.0
29463;23;1.0
29463;100;6.0
29463;62;1.0
29463;49;1.0
29463;80;1.0
29463;99;3.0
29463;46;1.0
29463;87;1.0
29477;29;1.0
29477;53;2.0
29491;82;1.0
29507;33;1.0
29507;49;1.0
29510;15;2.0
29510;25;3.0
29510;52;3.0
29510;33;2.0
29510;123;2.0
29538;15;2.0
29538;3;1.0
29538;123;2.0
29564;49;1.0
29564;24;3.0
29564;43;1.0
29567;106;1.0
29575;116;1.0
29575;123;1.0
29575;57;1.0
29575;91;1.0
29579;51;1.0
29579;29;1.0
29579;35;2.0
29579;10;1.0
29579;28;1.0
29584;29;1.0
29584;118;1.0
29584;119;2.0
29584;52;2.0
29584;114;1.0
29584;100;2.0
29584;26;1.0
29584;120;1.0
29584;57;1.0
29584;69;1.0
29606;1;2.0
29606;15;2.0
29606;41;2.0
29606;62;2.0
29606;106;2.0
29617;43;1.0
29618;29;2.0
29618;12;2.0
29618;107;1.0
29641;83;5.0
29641;7;20.0
29642;87;3.0
29648;5;6.0
29656;69;1.0
29663;60;1.0
29686;15;2.0
29686;122;2.0
29686;68;1.0
29694;112;1.0
29694;77;3.0
29695;51;2.0
29695;15;2.0
29695;29;1.0
29695;118;1.0
29695;32;1.0
29695;114;4.0
29695;102;1.0
29695;132;1.0
29695;79;2.0
29695;111;1.0
29695;60;1.0
29695;14;1.0
29695;117;3.0
29697;22;2.0
29697;83;1.0
29697;3;1.0
29697;4;1.0
29697;31;2.0
29697;40;1.0
29697;25;1.0
29697;123;2.0
29697;60;1.0
29697;109;3.0
29702;42;1.0
29702;57;1.0
29702;69;3.0
29702;110;1.0
29710;54;1.0
29709;29;2.0
29709;116;2.0
29709;53;1.0
29709;26;2.0
29709;79;1.0
29709;129;3.0
29709;63;1.0
29709;64;2.0
29709;55;1.0
29709;68;1.0
29731;22;1.0
29731;29;1.0
29731;53;1.0
29731;41;2.0
29731;100;2.0
29731;108;1.0
29731;68;2.0
29735;53;2.0
29735;102;2.0
29749;29;1.0
29749;14;1.0
29761;51;2.0
29761;15;2.0
29761;9;1.0
29771;83;3.0
29771;29;3.0
29771;3;3.0
29771;30;2.0
29771;114;4.0
29771;105;2.0
29771;60;1.0
29771;55;2.0
29773;15;2.0
29773;46;1.0
29773;39;1.0
29782;7;1.0
29782;123;2.0
29787;53;2.0
29805;15;1.0
29805;29;2.0
29805;44;9.0
29805;37;1.0
29805;120;1.0
29805;87;1.0
29805;126;1.0
29846;2;6.0
29872;48;1.0
29872;22;1.0
29874;51;1.0
29874;15;1.0
29874;29;1.0
29874;41;1.0
29874;42;1.0
29874;114;1.0
29874;88;1.0
29874;130;1.0
29874;60;1.0
29874;57;2.0
29874;27;1.0
29874;107;1.0
29876;29;1.0
29876;30;1.0
29876;44;5.0
29876;7;1.0
29876;109;6.0
29876;94;1.0
29876;78;1.0
29876;126;1.0
29879;44;11.0
29887;15;1.0
29887;22;3.0
29887;29;2.0
29887;53;2.0
29887;41;1.0
29887;78;1.0
29893;3;1.0
29893;116;2.0
29893;42;1.0
29893;32;1.0
29893;37;1.0
29893;123;2.0
29893;125;1.0
29900;119;1.0
29900;88;1.0
29900;130;1.0
29900;60;1.0
29900;57;1.0
29918;15;12.0
29918;60;6.0
29920;15;12.0
29920;60;6.0
29939;15;2.0
29939;121;2.0
29939;108;1.0
29939;89;1.0
29939;125;2.0
29975;1;1.0
29975;116;2.0
29975;53;1.0
29975;5;1.0
29975;130;1.0
29975;108;1.0
29975;17;1.0
29975;27;1.0
29975;107;1.0
29975;28;1.0
29980;2;6.0
29980;29;1.0
29980;30;1.0
29980;81;1.0
29995;83;6.0
29995;82;1.0
30011;116;1.0
30011;53;2.0
30011;4;1.0
30011;38;1.0
30011;121;1.0
30011;89;1.0
30011;57;6.0
30030;15;1.0
30030;83;1.0
30030;29;1.0
30030;3;1.0
30030;37;1.0
30030;57;1.0
30031;14;1.0
30031;50;1.0
30040;29;1.0
30040;12;1.0
30040;103;1.0
30040;78;1.0
30058;54;2.0
30058;73;1.0
30069;15;2.0
30069;29;1.0
30069;3;1.0
30069;116;1.0
30069;5;8.0
30069;25;1.0
30069;32;1.0
30069;114;1.0
30069;105;1.0
30069;84;1.0
30069;123;4.0
30069;78;1.0
30069;125;1.0
30070;119;1.0
30072;29;1.0
30072;12;1.0
30072;66;5.0
30072;66;1.0
30072;125;1.0
30078;30;1.0
30078;40;1.0
30078;41;1.0
30078;12;1.0
30078;13;1.0
30078;9;1.0
30078;55;1.0
30098;22;1.0
30099;84;1.0
30102;1;3.0
30102;41;2.0
30108;15;1.0
30108;22;2.0
30108;29;1.0
30108;30;1.0
30108;132;1.0
30108;80;1.0
30108;90;1.0
30108;67;1.0
30109;70;6.0
30112;131;1.0
30112;132;1.0
30112;120;1.0
30112;85;1.0
30127;15;2.0
30127;116;1.0
30127;100;17.0
30127;130;13.0
30127;120;3.0
30148;15;2.0
30148;118;1.0
30148;116;2.0
30148;42;1.0
30148;71;1.0
30148;32;1.0
30148;130;2.0
30148;123;2.0
30148;131;1.0
30148;132;1.0
30148;73;2.0
30148;121;3.0
30148;128;1.0
30148;43;2.0
30148;68;1.0
30148;74;1.0
30156;29;2.0
30156;3;1.0
30156;116;1.0
30156;4;1.0
30156;11;1.0
30156;30;1.0
30156;25;1.0
30156;32;1.0
30156;114;2.0
30156;130;1.0
30156;123;1.0
30156;39;1.0
30156;57;3.0
30156;125;1.0
30168;95;1.0
30168;118;1.0
30168;31;1.0
30168;5;1.0
30168;42;1.0
30168;44;4.0
30168;52;2.0
30168;123;4.0
30168;19;1.0
30168;24;1.0
30168;110;1.0
30185;19;2.0
30185;97;1.0
30197;44;6.0
30203;15;2.0
30203;118;1.0
30203;116;1.0
30203;98;1.0
30203;25;2.0
30203;32;1.0
30203;7;3.0
30203;123;1.0
30203;122;2.0
30207;15;1.0
30207;82;1.0
30207;52;1.0
30207;105;1.0
30207;14;1.0
30207;21;1.0
30207;27;2.0
30207;124;2.0
30216;51;2.0
30216;29;1.0
30216;3;1.0
30216;30;1.0
30216;31;1.0
30216;98;1.0
30216;41;1.0
30216;42;1.0
30216;44;3.0
30216;32;1.0
30216;114;1.0
30216;123;2.0
30216;19;1.0
30216;128;1.0
30216;14;1.0
30216;113;1.0
30216;63;1.0
30216;58;1.0
30216;27;1.0
30216;91;2.0
30216;110;1.0
30230;1;1.0
30230;24;3.0
30230;99;1.0
30245;119;2.0
30245;116;6.0
30245;98;6.0
30245;25;2.0
30245;52;1.0
30245;20;1.0
30245;123;2.0
30245;21;1.0
30245;86;1.0
30245;10;1.0
30245;68;1.0
30260;29;1.0
30260;116;1.0
30260;30;1.0
30260;12;1.0
30260;81;1.0
30260;59;2.0
30261;15;1.0
30266;15;1.0
30266;20;2.0
30266;45;2.0
30266;67;4.0
30296;15;1.0
30296;22;1.0
30296;3;1.0
30296;7;1.0
30325;7;1.0
30325;49;1.0
30325;17;1.0
30325;46;1.0
30325;115;2.0
30325;126;1.0
30325;64;1.0
30327;113;1.0
30327;115;6.0
30327;117;1.0
30337;104;6.0
30337;110;1.0
30341;15;2.0
30341;114;1.0
30341;7;2.0
30341;84;1.0
30341;33;1.0
30341;13;1.0
30341;20;1.0
30341;109;4.0
30341;99;2.0
30341;110;3.0
30350;98;1.0
30350;108;1.0
30355;84;1.0
30355;9;1.0
30358;60;1.0
30358;78;1.0
30358;91;2.0
30373;87;2.0
30390;29;2.0
30390;44;5.0
30390;25;2.0
30390;79;1.0
30411;12;2.0
30411;123;3.0
30411;43;1.0
30416;21;1.0
30416;58;1.0
30418;29;2.0
30418;11;1.0
30418;81;1.0
30418;7;1.0
30418;101;1.0
30418;106;1.0
30418;97;1.0
30435;2;1.0
30435;15;1.0
30435;29;1.0
30435;30;1.0
30435;113;1.0
30441;42;2.0
30441;32;1.0
30441;58;1.0
30442;51;1.0
30442;23;2.0
30442;114;1.0
30442;34;1.0
30442;123;2.0
30442;60;1.0
30442;75;1.0
30442;57;1.0
30442;76;1.0
30442;126;1.0
30442;67;1.0
30444;15;1.0
30444;29;1.0
30444;42;1.0
30444;32;1.0
30444;123;1.0
30444;26;1.0
30444;50;1.0
30444;57;1.0
30444;27;2.0
30444;85;1.0
30449;2;1.0
30449;65;1.0
30449;46;1.0
30461;15;1.0
30461;22;1.0
30461;116;1.0
30461;30;1.0
30461;98;1.0
30461;42;1.0
30461;25;1.0
30461;114;1.0
30461;100;2.0
30461;131;1.0
30461;109;2.0
30484;119;3.0
30484;53;1.0
30484;98;1.0
30484;62;2.0
30484;73;1.0
30485;29;2.0
30485;119;2.0
30485;14;1.0
30485;10;1.0
30486;3;1.0
30486;116;1.0
30486;26;1.0
30486;78;1.0
30486;27;1.0
30486;110;1.0
30493;15;1.0
30493;62;2.0
30494;15;1.0
30494;114;1.0
30494;7;1.0
30494;123;2.0
30494;26;1.0
30494;17;1.0
30494;126;1.0
30495;80;1.0
30511;4;1.0
30511;30;1.0
30511;130;1.0
30511;50;1.0
30511;57;1.0
30511;96;1.0
30513;27;1.0
30513;107;1.0
30513;70;6.0
30583;44;2.0
30583;33;1.0
30583;79;1.0
30583;87;2.0
30588;48;2.0
30588;70;4.0
30589;15;1.0
30589;89;2.0
30589;57;1.0
30603;51;1.0
30603;15;2.0
30603;29;2.0
30603;3;1.0
30603;30;1.0
30603;114;2.0
30603;130;1.0
30603;123;1.0
30603;112;1.0
30603;55;2.0
30605;15;1.0
30605;29;2.0
30605;40;1.0
30605;37;1.0
30605;33;2.0
30605;111;1.0
30605;73;2.0
30605;60;1.0
30605;14;1.0
30605;89;1.0
30605;57;2.0
30605;58;1.0
30605;117;1.0
30609;15;3.0
30609;44;7.0
30615;124;1.0
30625;21;1.0
30632;29;1.0
30632;25;1.0
30632;7;1.0
30632;102;1.0
30632;132;1.0
30632;58;1.0
30649;22;1.0
30649;53;1.0
30649;25;2.0
30649;7;1.0
30649;26;1.0
30654;3;1.0
30654;119;2.0
30654;116;2.0
30654;30;1.0
30654;98;2.0
30654;42;2.0
30654;114;1.0
30654;123;2.0
30661;2;4.0
30661;15;1.0
30661;22;1.0
30661;61;1.0
30661;3;1.0
30661;100;1.0
30661;108;1.0
30674;15;1.0
30674;29;1.0
30674;30;1.0
30674;31;1.0
30674;98;1.0
30674;42;1.0
30674;37;1.0
30674;100;2.0
30674;35;1.0
30674;73;1.0
30674;109;2.0
30674;14;1.0
30674;120;1.0
30674;68;1.0
30685;22;3.0
30685;29;1.0
30685;40;2.0
30685;44;4.0
30685;33;1.0
30685;62;1.0
30685;89;1.0
30698;112;1.0
30698;9;1.0
30706;26;1.0
30706;14;1.0
30706;27;4.0
30715;15;2.0
30715;127;1.0
30715;101;1.0
30715;26;2.0
30715;45;1.0
30715;122;3.0
30715;46;1.0
30715;74;1.0
30719;26;1.0
30719;55;1.0
30727;55;1.0
30730;116;1.0
30730;123;2.0
30730;115;2.0
30752;2;2.0
30752;83;1.0
30752;33;1.0
30752;26;1.0
30759;22;2.0
30759;42;2.0
30765;15;1.0
30798;71;1.0
30798;114;1.0
30798;81;1.0
30798;130;1.0
30798;131;1.0
30798;16;2.0
30798;9;1.0
30799;87;2.0
30813;119;3.0
30813;82;1.0
30813;49;1.0
30813;73;1.0
30813;80;2.0
30813;63;2.0
30813;39;1.0
30814;3;1.0
30814;25;3.0
30814;33;3.0
30814;74;2.0
30816;54;1.0
30821;29;2.0
30852;7;2.0
30852;54;7.0
30852;54;1.0
30852;125;1.0
30878;15;2.0
30882;29;1.0
30882;40;1.0
30882;71;1.0
30882;6;1.0
30882;130;2.0
30882;43;1.0
30882;77;1.0
30883;2;4.0
30883;26;1.0
30883;126;1.0
30896;118;1.0
30896;119;3.0
30896;52;2.0
30896;46;1.0
30901;15;2.0
30901;98;1.0
30901;41;1.0
30901;25;1.0
30901;52;2.0
30901;122;2.0
30901;109;3.0
30901;17;1.0
30901;43;1.0
30901;63;1.0
30901;125;1.0
30901;10;1.0
30937;15;1.0
30937;44;2.0
30937;90;1.0
30937;94;1.0
30937;87;1.0
30950;103;1.0
30950;87;4.0
30951;40;1.0
30959;84;2.0
30959;20;1.0
30963;131;1.0
30963;62;1.0
30962;15;2.0
30962;83;1.0
30962;116;2.0
30962;7;1.0
30962;123;2.0
30962;16;2.0
30962;109;1.0
30962;91;3.0
30962;69;2.0
30962;110;1.0
30979;14;1.0
30979;125;1.0
30979;27;1.0
30979;74;1.0
30982;22;2.0
30982;114;1.0
30982;7;1.0
30982;60;1.0
30982;78;2.0
30982;96;1.0
30982;58;1.0
30988;109;6.0
30988;75;2.0
30988;89;1.0
30988;78;2.0
30989;52;1.0
30989;130;1.0
30989;123;3.0
30989;8;1.0
30989;21;1.0
30989;113;2.0
30989;92;2.0
30989;90;1.0
30989;85;1.0
30999;60;1.0
30999;50;1.0
31006;2;3.0
31006;5;1.0
31006;50;1.0
31009;15;2.0
31009;98;2.0
31009;82;1.0
31009;19;1.0
31009;79;1.0
31009;60;1.0
31009;112;1.0
31009;113;1.0
31009;27;1.0
31011;65;1.0
31011;58;1.0
31011;85;2.0
31019;131;1.0
31019;89;1.0
31020;15;1.0
31020;70;2.0
